Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Percent_Bleaching,ClimSST,Temperature_Mean,Windspeed,SSTA,SSTA_Maximum,SSTA_Frequency,SSTA_DHW,TSA,TSA_Mean,TSA_Frequency,TSA_DHW,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
6973,7.9357,-82.0478,Pacific,Costa Rica and Panama Pacific coast,Panama,Chiriqui,Archipelago de Islas Secas,nd,1839.75,Exposed,0.0689,49.7,15,4,1998,nd,75,301.8,301.63,3,1.57,2.62,32,11.25,1.15,-0.86,13,9.14,0.4,15-04-1998,50% to 90% corals experienced at least partial bleaching,50% to 90% corals experienced at least partial bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6976,7.8167,-81.7667,Pacific,Costa Rica and Panama Pacific coast,Panama,Veraguas,Coiba Island,nd,212.5,Sheltered,0.0537,50,15,5,1993,nd,75,301.57,301.53,2,-0.97,3.01,0.11,0,-1.7,-0.93,0,0,0.34,15-05-1993,Extensive bleaching of corals; coralline algae and other reef species due to estreme low tides coinciding with the La Nina condition.,Extensive bleaching of corals; coralline algae and other reef species due to estreme low tides coinciding with the La Nina condition.,Bleaching percent averaged from code: Severe (>50% Bleached)
7051,7.8,-81.75,Pacific,Costa Rica and Panama Pacific coast,Panama,Veraguas,Coiba Island,nd,523.99,Exposed,0.063,50,15,9,1997,19,75,300.8,301.53,2.89,-0.11,3.01,12,18.94,-1.58,-0.93,2,2.53,0.34,15-09-1997,severe,severe,Bleaching percent averaged from code: Severe (>50% Bleached)
7052,7.3,-81.8,Pacific,Costa Rica and Panama Pacific coast,Panama,Veraguas,Coiba Island,nd,1167.47,Sheltered,0.0629,50.46,15,9,1997,19,75,300.39,301.2,3.11,1.78,3.27,15,24.3,0.02,-1.15,1,0,0.53,15-09-1997,severe,severe,Bleaching percent averaged from code: Severe (>50% Bleached)
7074,-9.5111,147.179,Pacific,Milne Bay Papua New Guinea,Papua New Guinea,National Capital District,Port Moresby,nd,50.18,Sheltered,0.0965,46.9,15,1,2009,1.52,75,302.35,300.32,2,1.52,4.12,12,18.6,1.44,-2.12,7,11,0.68,15-01-2009,About 35% of hard corals and similar portions of soft corals bleached in later Dec; but early Jan much more bleached; and now (25th Jan) a similar portion of coral (and many species of Anemone)are  bleached but many of the December bleached corals now see,About 35% of hard corals and similar portions of soft corals bleached in later Dec; but early Jan much more bleached; and now (25th Jan) a similar portion of coral (and many species of Anemone)are  bleached but many of the December bleached corals now see,Bleaching percent averaged from code: Severe (>50% Bleached)
7097,-2.6833,150.5667,Pacific,Bismarck Sea New Guinea,Papua New Guinea,Bismarck Archipelago,New Hanover,nd,184.44,Sheltered,0.0467,52.31,15,3,1996,12.5,75,302.46,302.4,3,-0.25,3.18,15,1.14,-0.75,-0.41,6,0,1,15-03-1996,Transect information showed 10-60% of corals in shallow water were bleached.  Live corals were observed suggesting a recent event and the few dead corals were not yet covered with algae.  A higher proportion of soft corals were affected; as well as a few,Transect information showed 10-60% of corals in shallow water were bleached.  Live corals were observed suggesting a recent event and the few dead corals were not yet covered with algae.  A higher proportion of soft corals were affected; as well as a few,Bleaching percent averaged from code: Severe (>50% Bleached)
7098,-10.1167,151.1333,Pacific,Milne Bay Papua New Guinea,Papua New Guinea,Milne Bay Province,Normanby Island,nd,114.38,Sheltered,0.0479,47.21,15,3,1998,nd,75,262.15,301,3,0.92,2.74,0,0,0.74,-1.4,0,0,0.49,15-03-1998,Bleaching extended down to 20 m; but was most extensive in shallow water (almost 100% in some areas; including soft corals and anemones).,Bleaching extended down to 20 m; but was most extensive in shallow water (almost 100% in some areas; including soft corals and anemones).,Bleaching percent averaged from code: Severe (>50% Bleached)
7121,-9.4833,147.1833,Pacific,Milne Bay Papua New Guinea,Papua New Guinea,National Capital District,Port Moresby,nd,906.82,Sheltered,0.1192,47.27,15,4,1999,10,75,262.15,300.33,3,1.12,4.22,15.67,0.92,0.13,-2.08,4.33,0,0.76,15-04-1999,60% bleached at 10m in lagoon; 35% bleached on outer barrier reef,60% bleached at 10m in lagoon; 35% bleached on outer barrier reef,Bleaching percent averaged from code: Severe (>50% Bleached)
7207,13.7246,120.8794,Pacific,North Philippines,Philippines,Calabarzon,Batangas,Cathedral,69.87,Sheltered,0.0806,54.95,15,5,2010,20,75,262.15,300.94,4,0.9,3.66,2.57,0.91,0.5,-1.5,0.14,0,0.55,15-05-2010,Several stands of Acropora were bleached (10-15 inches).,Several stands of Acropora were bleached (10-15 inches).,Bleaching percent averaged from code: Severe (>50% Bleached)
7210,12.05,122.9,Pacific,South-east Philippines,Philippines,Bicol Region,Masbate,nd,26216.71,Sheltered,0.0565,56.98,15,7,1998,28,75,302.28,301.55,2,2.31,3.24,10,9.54,1.8,-1.56,6,8.98,0.69,15-07-1998,Temperatures of 33-34C were reported and bleaching went as deep as 28 m (temperatures 30-31C),Temperatures of 33-34C were reported and bleaching went as deep as 28 m (temperatures 30-31C),Bleaching percent averaged from code: Severe (>50% Bleached)
7211,10.21,123.98,Pacific,South-east Philippines,Philippines,Central Visayas,Cebu,nd,829.97,Sheltered,0.3008,56.83,15,7,2008,12,75,302.24,301.58,4,-0.01,3.91,6,0,-0.14,-0.97,2,0,0.98,15-07-2008,50% of recorded RKC on substrate is result of bleaching,50% of recorded RKC on substrate is result of bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7212,11.15,123.8,Pacific,South-east Philippines,Philippines,Central Visayas,Cebu,nd,471.91,Sheltered,0.0878,54.02,15,7,2008,9.5,75,302.3,301.49,4,1.41,3.33,19,8.7,1.24,-1.19,14,6.51,1.18,15-07-2008,60% of recorded recently killed coral on substrate is result of bleaching,60% of recorded recently killed coral on substrate is result of bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7219,9.0889,118.2272,Pacific,Sulu Sea,Philippines,Mimaropa,Palawan,nd,7376.04,Sheltered,0.0648,52.94,15,8,1998,15,75,301.81,301.73,5,1.77,2.81,7,5.86,0.59,-1.12,2,1.22,0.29,15-08-1998,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,Bleaching percent averaged from code: Severe (>50% Bleached)
7220,11,114,Pacific,South China Sea,Philippines,Spratly Islands,nd,nd,12383.22,Exposed,0.0321,57.06,15,8,1998,nd,75,301.5,301.27,4,1.46,3.48,13,8.25,0.18,-1.39,1,1.09,0.51,15-08-1998,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and also Millepora. Branching Acropora species were the most susceptable. Soft corals were also exte,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and also Millepora. Branching Acropora species were the most susceptable. Soft corals were also exte,Bleaching percent averaged from code: Severe (>50% Bleached)
7221,13.54,120.76,Pacific,South-east Philippines,Philippines,Mimaropa,Oriental Mindoro,nd,7975.02,Sheltered,0.0725,64.63,15,8,1998,15,75,301.9,301.15,4,0.91,3.4,8,6.24,0.24,-1.54,3,4.41,0.52,15-08-1998,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,Bleaching percent averaged from code: Severe (>50% Bleached)
7222,16.31,119.77,Pacific,North Philippines,Philippines,Ilocos Region,Bolinao,nd,1038.27,Exposed,0.0305,45.58,15,8,1998,15,75,302.44,301.92,4,2.34,2.67,9,9.04,1.41,-1.41,3,3.38,0.5,15-08-1998,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.,Bleaching percent averaged from code: Severe (>50% Bleached)
7224,8.72,119.8,Pacific,Sulu Sea,Philippines,Mimaropa,Palawan,nd,157756.93,Exposed,0.0434,52.77,15,8,1998,nd,75,302.12,301.65,4,1.42,3.78,9,7.56,0.78,-1.01,2,2.15,0.46,15-08-1998,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and also Millepora.   Branching Acropora species were the most susceptable. Soft corals were also ex,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and also Millepora.   Branching Acropora species were the most susceptable. Soft corals were also ex,Bleaching percent averaged from code: Severe (>50% Bleached)
7225,10.4,119.17,Pacific,Sulu Sea,Philippines,Mimaropa,Palawan,nd,371.97,Sheltered,0.0745,52.13,15,8,1998,nd,75,262.15,301.63,5,1.74,3.17,11,12.12,1.04,-1.34,7,8.82,0.85,15-08-1998,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and also Millepora. Branching Acropora species were the most susceptable. Soft corals were also exte,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and also Millepora. Branching Acropora species were the most susceptable. Soft corals were also exte,Bleaching percent averaged from code: Severe (>50% Bleached)
7226,16.37,119.87,Pacific,North Philippines,Philippines,Ilocos Region,Bolinao,nd,1171.05,Sheltered,0.0492,54.53,15,8,1998,nd,75,262.15,301.93,4,1.94,3.68,12,10.44,1.38,-1.25,7.5,7.68,0.98,15-08-1998,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and aslo Millepora. Branching Acropora species were the most susceptable. Soft corals were also exte,Bleaching was most widely observed in August 1998. Sceleractinian corals most affected by bleaching; including Acropora; Pocillopora; Porites and Pavona and aslo Millepora. Branching Acropora species were the most susceptable. Soft corals were also exte,Bleaching percent averaged from code: Severe (>50% Bleached)
7229,11.1847,119.3872,Pacific,Sulu Sea,Philippines,Mimaropa,Palawan,nd,221.68,Sheltered,0.0632,52.09,15,8,1998,nd,75,262.15,301.64,4,0.88,3.07,7.8,5.08,0.06,-1.38,1.4,1.68,0.55,15-08-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7235,11.1805,123.1675,Pacific,South-east Philippines,Philippines,Western Visayas,Iloilo,nd,880.33,Sheltered,0.0797,51.8,15,10,1998,nd,75,302.03,301.68,8,0.95,4.11,14,14.32,0.18,-1.37,7,4.17,0.89,15-10-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7238,9.8664,118.78,Pacific,Sulu Sea,Philippines,Mimaropa,Palawan,nd,1279.5,Sheltered,0.0867,52.91,15,12,1998,nd,75,300.81,301.94,5,0.83,3.4,10,2.44,-0.74,-1.05,4,0,0.57,15-12-1998,70% bleaching,70% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7695,-21.16,55.28,Indian,Mascarene Islands,France,Reunion,Saint-Paul,nd,530.94,Exposed,0.0266,46.28,15,2,2001,nd,75,301.07,298.85,7,-0.09,2.82,0,0,-0.1,-2.35,0,0,0.16,15-02-2001,extensive bleaching,extensive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7697,-21.0867,55.2407,Indian,Mascarene Islands,France,Reunion,Saint-Paul,nd,629.59,Sheltered,0.0252,53.25,15,2,2001,0.7,75,301.06,298.84,7,0.39,2.54,0,0,0.38,-2.34,0,0,0.14,15-02-2001,>50% hard coral bleached. Soft coral no affected.,>50% hard coral bleached. Soft coral no affected.,Bleaching percent averaged from code: Severe (>50% Bleached)
7708,-20.9228,55.3417,Indian,Mascarene Islands,France,Reunion,Saint-Paul,Banc des Lataniers,14.82,Exposed,0.0306,45.64,15,5,2005,nd,75,262.15,298.88,11,-0.42,2.54,3,4.21,-2.22,-2.39,2.5,4.07,0.21,15-05-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
7752,-14,-171,Pacific,Samoa Tuvalu and Tonga,Samoa,nd,nd,nd,38406.84,Exposed,0.0236,47.13,15,2,2001,10,75,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,15-02-2001,widespread bleaching 15-90%,widespread bleaching 15-90%,Bleaching percent averaged from code: Severe (>50% Bleached)
7754,-13.8231,-171.7261,Pacific,Samoa Tuvalu and Tonga,Samoa,Tuamasaga,Apia,nd,804.93,Exposed,0.0335,45.12,15,3,1998,nd,75,302.41,301.69,5,-0.62,2.97,2,0,-0.66,-0.72,1,0,0.45,15-03-1998,60-70% bleaching Also record for 2/20/98,60-70% bleaching Also record for 2/20/98,Bleaching percent averaged from code: Severe (>50% Bleached)
7781,27.3107,49.5072,Arabian Gulf,Persian Gulf,Saudi Arabia,Eastern Province,Jubail Conservation,nd,909.52,Sheltered,0.2293,46.7,15,8,1998,nd,75,305.26,298.78,2,4.22,4.42,17,32.14,4.23,-6.97,4,10.88,0.93,15-08-1998,Widespread bleaching with 95% mortality of Acropora; water temps 35.2-35.9deg C,Widespread bleaching with 95% mortality of Acropora; water temps 35.2-35.9deg C,Bleaching percent averaged from code: Severe (>50% Bleached)
7782,22.6,38.8167,Red Sea,North and central Red Sea,Saudi Arabia,Makkah Province,King Abdullah Economic City,nd,22634.43,Sometimes,0.0353,47.02,15,8,1998,nd,75,304.18,301.16,4,0.52,3.12,5,6.11,0.36,-3.01,2,3.84,0.34,15-08-1998,Widespread bleaching was seen on foyr patch reefs in the Gulf (seawater temperatures 35-36C) in mid-August; 1998.,Widespread bleaching was seen on foyr patch reefs in the Gulf (seawater temperatures 35-36C) in mid-August; 1998.,Bleaching percent averaged from code: Severe (>50% Bleached)
7794,-9.33,50.73,Indian,Southern Seychelles,Seychelles,Farquhar Group,St. Pierre Island,nd,59.23,Exposed,0.0425,36.45,15,2,1998,16.5,75,301.75,299.87,4,-0.67,3.32,10,7.2,-0.72,-1.88,2,1.44,0.64,15-02-1998,>50% of hard and soft coral bleached,>50% of hard and soft coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7795,-9.31,50.71,Indian,Southern Seychelles,Seychelles,Farquhar Group,St. Pierre Island,nd,2455.99,Exposed,0.0425,36.45,15,2,1998,16.5,75,301.75,299.87,4,-0.67,3.32,10,7.2,-0.72,-1.88,2,1.44,0.64,15-02-1998,>50% of hard and soft coral bleached,>50% of hard and soft coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7796,-7.01,52.73,Indian,Southern Seychelles,Seychelles,Alphonse Group,Ile Alphonse,nd,44.27,Sheltered,0.0513,38.32,15,2,1998,13.5,75,302.36,300.49,3,0.67,3.33,18,13.12,0.13,-2,3,1.22,0.32,15-02-1998,>50% of hard and soft coral bleached,>50% of hard and soft coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7797,-4.35,55.65,Indian,Northern Seychelles,Seychelles,Cousine,nd,nd,117.05,Sometimes,0.0434,39.09,15,2,1998,7,75,302.57,301.04,4,2.18,3.26,14,14.34,1.02,-1.97,1,1.06,0.21,15-02-1998,>50% of hard and soft coral bleached,>50% of hard and soft coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7810,-7.0113,52.7348,Indian,Southern Seychelles,Seychelles,Alphonse Group,Ile Alphonse,nd,378.43,Sheltered,0.0513,38.32,15,4,1998,15,75,301.43,300.49,6,3.12,3.33,16,4.67,2.88,-2,1,1.22,0.32,15-04-1998,54% bleached,54% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7811,-9.2461,51.0431,Indian,Southern Seychelles,Seychelles,Farquhar Group,Providence Island,nd,1108.69,Sheltered,0.0499,39.37,15,4,1998,15,75,300.45,299.95,8,0.68,3.87,13,4.84,0.14,-1.83,6,4.54,0.57,15-04-1998,87% bleached,87% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7812,-9.2126,51.0359,Indian,Southern Seychelles,Seychelles,Farquhar Group,Providence Island,nd,403.69,Sometimes,0.0803,39.37,15,4,1998,15,75,300.45,299.95,8,0.68,3.87,13,4.84,0.14,-1.83,6,4.54,0.57,15-04-1998,77% bleached,77% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7817,-4.6461,55.4845,Indian,Northern Seychelles,Seychelles,Roche Caiman,Eden Island,nd,317.77,Sheltered,0.0482,39.72,15,5,1998,nd,75,262.15,301,4,1.21,3.2,19.75,6.4,0.07,-1.96,2.75,2.87,0.25,15-05-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7832,1.2361,103.82,Pacific,Strait of Malacca,Singapore,Singapore Strait,Sentosa,nd,1030.05,Sheltered,0.2257,47.57,15,6,1998,nd,75,302.24,301.53,1,0.9,3.88,18,7.14,0.71,-1.3,4,6.31,0.44,15-06-1998,90% bleaching (GCRMN 2000),90% bleaching (GCRMN 2000),Bleaching percent averaged from code: Severe (>50% Bleached)
7833,1.2833,103.8667,Pacific,Strait of Malacca,Singapore,Singapore Strait,nd,nd,383.01,Sheltered,0.2531,47,15,6,1998,nd,75,302.14,301.43,1,0.75,3.01,18,6.41,0.56,-1.31,5,5.16,0.5,15-06-1998,Seawater temperatures was 33C. Normally; water temperature is between 28-30C. Affected all species of hard corals and extended through the entire depth of coral growth. soft coral mortality was high.,Seawater temperatures was 33C. Normally; water temperature is between 28-30C. Affected all species of hard corals and extended through the entire depth of coral growth. soft coral mortality was high.,Bleaching percent averaged from code: Severe (>50% Bleached)
7835,-8.067,156.8,Pacific,Solomon Islands and Bougainville,Solomon Islands,Western Province,New Georgia Islands,nd,230.16,Sheltered,0.0448,44.76,15,1,2000,nd,75,262.15,302.22,4,-0.12,3.5,7.75,2.63,-0.18,-0.8,2.25,1.86,0.58,15-01-2000,extensive bleaching,extensive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7935,6.0357,80.1898,Indian,South Sri Lanka,Sri Lanka,Southern Province,Galle,nd,819.03,Exposed,0.1862,41.02,15,4,1998,nd,75,301.93,301.23,2,1.25,3.56,11,4.6,1.22,-1.18,3,3.12,0.39,15-04-1998,90-95% coral bleached,90-95% coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
7936,6.1167,80.0667,Indian,South Sri Lanka,Sri Lanka,Southern Province,Hikkaduwa,nd,4029.6,Sheltered,0.0914,41.06,15,4,1998,nd,75,302.17,301.33,2,1.47,3.28,17,8.54,1.45,-1.25,4,4.59,0.41,15-04-1998,Almost all coral species between 1m and 8m; except Montipora species were affected when water temperatures went from the normal 29C to 30C to about 36C in mid-April and remained above 32C until late May. Bleaching was noticeable down to 42 m on th,Almost all coral species between 1m and 8m; except Montipora species were affected when water temperatures went from the normal 29C to 30C to about 36C in mid-April and remained above 32C until late May. Bleaching was noticeable down to 42 m on th,Bleaching percent averaged from code: Severe (>50% Bleached)
7937,6.1744,80.0661,Indian,South Sri Lanka,Sri Lanka,Southern Province,Kahawa,nd,1131.39,Exposed,0.0998,41.04,15,4,1998,nd,75,302.27,301.43,2,0.91,2.73,16,7.43,0.9,-1.25,5,5.78,0.33,15-04-1998,0.75,0.75,Bleaching percent averaged from code: Severe (>50% Bleached)
7938,6.9996,79.7948,Indian,South Sri Lanka,Sri Lanka,Western Province,Colombo,nd,7823.79,Sheltered,0.213,40.21,15,4,1998,nd,75,302.58,301.51,2,1.51,3.4,16,1.82,1.5,-1.49,1,1.82,0.42,15-04-1998,80% bleaching on reef flat,80% bleaching on reef flat,Bleaching percent averaged from code: Severe (>50% Bleached)
7942,6.131,80.0725,Indian,South Sri Lanka,Sri Lanka,Southern Province,Hikkaduwa,nd,3030.54,Exposed,0.1143,41.06,15,5,1998,nd,75,301.26,301.39,6,1.26,3.22,18,11,0.69,-1.28,6,8.98,0.38,15-05-1998,70 - 80% bleaching,70 - 80% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
7958,13.51,-61.4,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Saint Lucia,nd,nd,nd,26598.53,Exposed,0.0489,35.25,15,6,2005,21,75,300.66,300.62,8,1.1,2.56,10,13.77,-0.74,-1.51,0,0,0.22,15-06-2005,Date of observation: June - November 2005; Depth of Area bleached: 0 - 42 meters; Reef zone: reef flat and -slope; Percentage of live coral cover in the area: 19%; Coral Species affected:; Diplorea strigosa; Colpohylia natans: 1,Date of observation: June - November 2005; Depth of Area bleached: 0 - 42 meters; Reef zone: reef flat and -slope; Percentage of live coral cover in the area: 19%; Coral Species affected:; Diplorea strigosa; Colpohylia natans: 1,Bleaching percent averaged from code: Severe (>50% Bleached)
