Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_condition
2258,4.0111,-77.6335,Pacific,Colombia Ecuador and Chile Pacific coast,Exposed,0.1751,51.9,9,1997,30.5,300.45,1,1.01,17.91,0.65,1.58,15-09-1997,30% bleached,30% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2280,11.3,-74.15,Atlantic,Netherlands Antilles and south Caribbean,Sheltered,0.2574,52.91,10,1999,30.5,299.77,3,0.46,4.93,0.43,0.58,15-10-1999,6% of colonies showing signs of bleaching,6% of colonies showing signs of bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2327,15.2,145.7,Pacific,Marianas,Sometimes,0.0214,54.38,5,2001,30.5,301.24,4,0.76,1.19,-0.16,0.53,15-05-2001,rampant bleaching on the inner reef platform,rampant bleaching on the inner reef platform,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2332,14.15,145.2,Pacific,Marianas,Exposed,0.0204,59.99,10,2001,30.5,301.4,6,0.58,0.43,0.43,0.47,15-10-2001,little bleached coral in deeper part of reef,little bleached coral in deeper part of reef,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2334,15.2072,145.691,Pacific,Marianas,Sometimes,0.0214,54.38,7,2001,30.5,301.24,3,0.47,1.04,0.48,0.5,15-07-2001,an Acropora-dominated backreef habitat in the Saipan Lagoon exhibited 50-72% mortality,an Acropora-dominated backreef habitat in the Saipan Lagoon exhibited 50-72% mortality,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2339,18.0607,145.7421,Pacific,Marianas,Exposed,0.0232,59.89,8,2001,30.5,301.12,5,-2.25,0,-2.35,0.34,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2340,18.0707,145.7136,Pacific,Marianas,Exposed,0.0232,59.89,8,2001,30.5,301.13,5,-1.36,0.41,-1.44,0.36,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2341,18.0859,145.7299,Pacific,Marianas,Exposed,0.0216,59.53,8,2001,30.5,301.08,5,-1.68,0,-1.78,0.43,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2342,18.0967,145.7649,Pacific,Marianas,Exposed,0.0217,59.49,8,2001,30.5,301.09,5,-1.57,1.13,-1.68,0.3,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2343,18.1073,145.7858,Pacific,Marianas,Exposed,0.0217,59.49,8,2001,30.5,301.12,5,-1.93,0,-2.05,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2344,18.1197,145.7557,Pacific,Marianas,Exposed,0.0217,59.49,8,2001,30.5,301.09,5,-1.57,1.13,-1.68,0.3,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2345,18.1411,145.7586,Pacific,Marianas,Exposed,0.0231,59.49,8,2001,30.5,301.1,5,-0.87,1.49,-0.97,0.42,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2346,18.1666,145.7666,Pacific,Marianas,Exposed,0.0231,59.49,8,2001,30.5,301.1,5,0.38,3.36,0.28,0.43,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2347,18.7268,145.6634,Pacific,Marianas,Exposed,0.0224,58.24,8,2001,30.5,301.06,5,0.21,1.46,0.07,0.46,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2348,18.7483,145.6941,Pacific,Marianas,Exposed,0.0222,58.24,8,2001,30.5,301.07,5,0.11,2.19,-0.02,0.43,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2349,18.7924,145.64,Pacific,Marianas,Sometimes,0.0223,57.98,8,2001,30.5,301.14,5,0.65,0,0.55,0.51,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2350,18.8072,145.649,Pacific,Marianas,Sometimes,0.0223,57.98,8,2001,30.5,301.14,5,0.65,0,0.55,0.51,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2351,19.6808,145.3921,Pacific,Marianas,Exposed,0.0222,65.99,8,2001,30.5,300.9,5,0.36,0,0.23,0.54,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2352,19.6998,145.4174,Pacific,Marianas,Exposed,0.023,65.99,8,2001,30.5,300.91,5,0.17,0,0.04,0.47,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2353,19.702,145.3938,Pacific,Marianas,Exposed,0.0222,65.99,8,2001,30.5,300.9,5,0.36,0,0.23,0.54,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2354,20.014,145.2084,Pacific,Marianas,Exposed,0.023,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2355,20.0144,145.2342,Pacific,Marianas,Exposed,0.023,70.2,8,2001,30.5,300.87,5,0.01,0,-0.11,0.34,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2356,20.0175,145.2125,Pacific,Marianas,Sometimes,0.023,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2357,20.0224,145.2298,Pacific,Marianas,Sheltered,0.023,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2358,20.0232,145.2077,Pacific,Marianas,Sometimes,0.0234,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2359,20.0289,145.208,Pacific,Marianas,Exposed,0.0234,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2360,20.0303,145.2272,Pacific,Marianas,Sheltered,0.023,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2361,20.0357,145.2245,Pacific,Marianas,Exposed,0.023,70.2,8,2001,30.5,300.87,5,0.45,0,0.29,0.37,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2362,20.538,144.8989,Pacific,Marianas,Exposed,0.0229,60.81,8,2001,30.5,300.71,5,-0.18,1.3,-0.36,0.41,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2363,20.5459,144.8858,Pacific,Marianas,Sometimes,0.0235,60.81,8,2001,30.5,300.71,5,-0.18,1.3,-0.36,0.41,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2364,20.5532,144.8903,Pacific,Marianas,Sometimes,0.0235,60.81,8,2001,30.5,300.71,5,-0.18,1.3,-0.36,0.41,15-08-2001,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,I conducted robust ecological surveys in 2003 and one could easily see the recent coral mortality from past year(s).  This was never confirmed as a result of bleaching; but given the SST data it seems logical.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2365,14.5,145.2,Pacific,Marianas,Exposed,0.0215,59.92,8,2001,30.5,301.37,5,0.11,1.13,0.1,0.47,15-08-2001,present but patchy on fore reef and reef crest,present but patchy on fore reef and reef crest,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2856,-1.5,-80.81,Pacific,Colombia Ecuador and Chile Pacific coast,Exposed,0.1092,51.43,5,1998,30.5,297.74,5,4.39,52.8,3.46,1.87,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2857,-1.47,-80.78,Pacific,Colombia Ecuador and Chile Pacific coast,Exposed,0.1192,51.43,5,1998,30.5,297.79,5,4.16,48.55,3.19,1.61,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2858,-1.28,-81.07,Pacific,Colombia Ecuador and Chile Pacific coast,Exposed,0.1675,51.4,5,1998,30.5,297.41,5,4.05,45.32,3.03,1.87,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2863,-1.59,-80.87,Pacific,Colombia Ecuador and Chile Pacific coast,Exposed,0.1118,51.43,5,1998,30.5,297.48,5,2.91,38.21,1.64,1.33,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
